Array,SimSub,AIC_TD,AIC_TDRS,RealAlphaPos,RealAlphaNeg,RealBeta,RecAlphaPos,RecAlphaNeg,RecBeta
1,1,143.4086709,138.5012435,0.068960833,0.512062198,2.337978527,0.333456673,0.754883394,3.578336442
1,2,68.88693977,60.39527233,0.204679447,0.280772479,17.92266625,0.19198449,0.255426416,21.18224523
1,3,146.454496,147.6139268,0.451314398,0.644580395,3.175109364,0.453052864,0.656419345,2.169205671
1,4,64.6214063,58.16673468,0.9158816,0.685406432,12.46614074,0.889902275,0.635957569,13.04528233
1,5,126.933312,128.7659869,0.702083477,0.633849421,4.730519062,0.714579395,0.63284374,3.44024779
1,6,126.130537,128.189322,0.834910948,0.781863315,4.138786901,0.653898803,0.709537812,3.537197091
1,7,78.13456075,78.05807501,0.246763276,0.23285457,14.27706262,0.301640581,0.236536592,12.75618282
1,8,61.77708383,63.16843808,0.594403492,0.465523889,12.13499677,0.525041409,0.463611579,12.72561175
1,9,60.41239952,62.17084262,0.516303722,0.680670463,18.1431881,0.574655649,0.616557348,12.83040933
1,10,36.37644982,38.51057189,0.95248827,0.903458702,22.14908108,0.792695545,0.922945067,14.73450767
1,11,48.60711295,32.11178549,0.500039371,0.832883424,28.43496786,0.525116607,0.846730163,19.70900837
1,12,47.74409909,48.1285967,0.520529912,0.356556069,21.29136016,0.421389646,0.355271352,18.97895091
1,13,151.5379032,58.25438774,0.001549698,0.769463284,10.62155118,0.020198944,0.49373364,11.88886433
1,14,145.7932143,141.0994602,0.147536584,0.208006294,3.971898126,0.118907693,0.281641022,4.079910576
1,15,54.84389881,44.98433892,0.482558863,0.8435411,11.69733338,0.501722753,0.770295166,15.25014595
1,16,43.23088968,35.69864123,0.544314442,0.794601112,29.58988169,0.514369815,0.800524305,16.92782821
1,17,118.7391365,78.37981997,0.909166068,0.045980121,8.737402667,0.589220093,0.031700236,8.566352848
1,18,102.2418071,36.75873397,0.970390584,0.060145617,25.08430525,0.793808115,0.111272812,15.57365862
1,19,80.53474941,49.37548819,0.278328812,0.577956388,17.21577614,0.316979893,0.716062674,15.42223919
1,20,100.1082546,60.1148911,0.256965457,0.025577398,26.34815972,0.432840456,0.073099493,11.255847
1,21,68.49996318,60.71450167,0.388264673,0.281224189,18.15203434,0.404208014,0.291058662,14.89039761
1,22,94.94443732,88.53876923,0.917457104,0.533494686,5.598375042,0.796551244,0.470358374,7.62836631
1,23,48.56767071,40.49742285,0.989433922,0.548778491,16.02696126,0.765952974,0.510724315,18.74183225
1,24,85.54606478,69.30049287,0.212514526,0.353876984,16.4186887,0.288402025,0.479488833,13.60887213
1,25,127.2836411,127.9815225,0.873286276,0.49338266,2.725888992,0.785931098,0.614300693,3.535603987
1,26,82.9407788,70.77073776,0.729048849,0.4129464,12.64783496,0.802324597,0.41674236,10.32706327
1,27,153.1047525,40.49494579,0.041140731,0.788272242,23.54529476,0.048227024,0.657504132,16.326407
1,28,59.38443237,50.61430883,0.505418438,0.339728299,17.10418492,0.59433529,0.37264514,16.0504131
1,29,130.5960649,77.32154546,0.622276265,0.007803108,24.12248753,0.652172932,0.035291935,8.876852736
1,30,107.9340305,94.46899499,0.738947631,0.236064081,8.761830239,0.687439159,0.273201283,6.860050117
1,31,95.48698144,89.07898192,0.474653445,0.244048434,10.23446925,0.575105282,0.290185674,7.821440682
1,32,22.99201272,25.25330352,0.814617923,0.81139786,14.8934554,0.708630624,0.799353682,19.68960871
1,33,152.5744347,151.9784537,0.479275227,0.817974684,0.442918275,0.244680368,0.825263813,1.543042939
1,34,141.2633664,138.6890252,0.424336128,0.996746426,1.643934319,0.130310223,0.246757467,4.356080437
1,35,97.0713567,47.81032017,0.977926764,0.194575517,23.02241262,0.8532671,0.208987724,13.59614379
1,36,120.0392575,30.44174788,0.21550286,0.806267549,24.90871994,0.220040741,0.860623091,20.23013512
1,37,138.3244333,76.06487634,0.060645885,0.403263902,10.80567415,0.070921051,0.368714581,12.25015023
1,38,58.34918497,28.70276905,0.356839707,0.836542095,21.7806721,0.428612394,0.85020106,19.79326068
1,39,81.55898231,83.30570498,0.939095917,0.754655942,7.280706272,0.694842954,0.648196816,8.517211822
1,40,115.8949221,116.9906287,0.718163238,0.477068326,4.799774067,0.666338032,0.5409102,4.891231376
1,41,113.1303895,44.11332548,0.575994494,0.128930283,20.78881551,0.728825687,0.108042919,15.20004035
1,42,102.4069288,36.45616208,0.642011532,0.084954429,24.2652413,0.672711072,0.124153982,18.23037731
1,43,113.1601163,114.2864319,0.476546676,0.730762278,5.36711185,0.519439946,0.669139305,4.965617402
1,44,142.8710645,123.2056508,0.151449543,0.986514019,5.125639862,0.174260944,0.808759962,4.538361466
1,45,85.07993769,86.46050253,0.631189071,0.448787655,9.821193957,0.48769127,0.411180811,9.533100808
1,46,148.9859094,55.95274144,0.050887593,0.854546711,8.455905076,0.071071674,0.702671166,15.20987336
1,47,141.978986,141.3183192,0.343116641,0.521251446,3.777731281,0.354916758,0.621674392,3.216085667
1,48,50.1831564,51.962539,0.567439726,0.679591857,18.1848997,0.728734913,0.693171246,14.60600964
1,49,91.46768071,85.50333335,0.805189734,0.368911314,9.978698623,0.56784215,0.31318238,8.527769506
1,50,103.2741965,50.43469427,0.233513567,0.886803069,12.22413243,0.212130199,0.854443108,12.74466535
1,51,84.37196453,38.10932916,0.769675743,0.089473762,23.59052558,0.762697929,0.15136392,15.6489093
1,52,103.7482026,39.48903344,0.227084066,0.675310586,21.0939047,0.219995486,0.753293872,17.93536593
1,53,95.64007697,36.68486979,0.790250971,0.220984644,24.60761344,0.812789218,0.208601916,18.31148361
1,54,73.37857064,75.53308689,0.259426812,0.18920367,11.25616812,0.295834246,0.26274079,12.73159757
1,55,66.60439162,55.97336756,0.433186336,0.750888035,14.80037698,0.505653017,0.773681825,13.58843946
1,56,126.9545045,31.62968075,0.151950454,0.79866034,18.16753319,0.147701106,0.673793424,23.02935027
1,57,46.13551452,47.97720668,0.367426127,0.406210954,28.49069648,0.382777807,0.391155272,17.75800469
1,58,140.1481209,51.75173231,0.040673018,0.22376983,22.76532856,0.04921554,0.299720228,17.76540474
1,59,135.8486891,135.8079597,0.980302923,0.515027373,2.193083855,0.658103043,0.42610517,2.883228019
1,60,90.52933823,35.29807123,0.619335059,0.128161214,26.62664806,0.645991431,0.149689552,18.43165545
1,61,99.18953776,53.73109328,0.181577947,0.418840741,19.88521425,0.202029971,0.549254643,15.15215389
1,62,65.81045035,41.74698125,0.287031461,0.185706351,18.11906705,0.345826047,0.203291272,29.99986575
1,63,36.637598,21.61927964,0.430994622,0.814126536,29.20610036,0.457885804,0.818773259,20.98906214
1,64,139.2241341,63.10759074,0.010490653,0.750306066,9.643975763,0.063782394,0.717408858,11.58283144
1,65,84.55623668,79.51450368,0.3387163,0.539989558,11.51508893,0.347866118,0.529709764,10.6489288
1,66,47.9056329,28.98908418,0.724336034,0.454645085,17.71915925,0.68220299,0.395170175,22.05505965
1,67,141.2296753,142.3544088,0.64456643,0.425054361,3.055633539,0.624732931,0.461694411,2.719245084
1,68,71.63871539,40.54241966,0.909661591,0.311781578,20.67613522,0.670764996,0.284552383,16.83242178
1,69,119.0464458,39.18211305,0.167033567,0.667742271,29.52652147,0.172468657,0.712903532,19.05390235
1,70,84.61780462,83.38719844,0.488861856,0.387992687,8.649479378,0.509682632,0.3494606,9.183429496
1,71,82.12982528,66.61766581,0.295282997,0.424992227,25.75450162,0.290257312,0.444424513,17.00395055
1,72,98.07340737,89.77973916,0.51153406,0.354566315,10.66114063,0.814819775,0.435169188,7.992019214
1,73,72.01324627,61.44041019,0.384413541,0.663620055,19.19344028,0.39355797,0.598399158,15.0241346
1,74,145.3353714,48.1332237,0.02447185,0.987869403,13.63988624,0.064548743,0.759333118,13.88583318
1,75,152.6193282,151.9986585,0.844084514,0.170759812,0.91338606,0.682469347,0.264134113,1.265870895
1,76,22.52407157,24.50583421,0.666973647,0.739828225,28.81288093,0.73597705,0.75851329,20.23698839
1,77,117.4741331,54.08805612,0.168344076,0.687445615,19.02534932,0.216164539,0.819778432,13.32237943
1,78,143.1134262,137.1919206,0.189926267,0.637264701,2.858316796,0.279082711,0.738806049,3.357018694
1,79,44.36993533,42.17747431,0.511096429,0.738622534,19.02095734,0.527389753,0.740360596,15.05664027
1,80,152.3554579,122.9346917,7.83E-05,0.51994577,6.428222869,0.02325528,0.301698821,5.068949078
1,81,82.59717127,51.90781793,0.969195539,0.98919636,10.11875097,0.693243391,0.943969257,10.74316066
1,82,32.05539791,33.78416826,0.538904753,0.683196048,24.65601276,0.776756,0.746690849,18.21252525
1,83,155.4724467,65.71971072,0.068795438,0.792611655,13.39170642,0.061005479,0.589230779,11.9385499
1,84,61.51646298,63.57583682,0.666072876,0.807849258,11.58395765,0.801166391,0.800941508,11.07594205
1,85,78.10479097,56.06728715,0.35043243,0.977319531,14.0297585,0.432462498,0.877235944,13.46111747
1,86,144.9787839,146.5089592,0.35927514,0.353014449,4.207408058,0.628830685,0.49372742,2.042726071
1,87,87.63002513,51.20620049,0.244188395,0.11500936,24.62420473,0.426564601,0.134206794,13.84126865
1,88,87.11477323,42.05616776,0.953846961,0.297264943,22.06789614,0.8364625,0.276821043,17.74945765
1,89,82.73675721,80.12383629,0.958079663,0.58427161,10.9181809,0.842094043,0.62183124,8.770493269
1,90,70.7761042,67.13508237,0.354732288,0.324501531,12.39336142,0.585611928,0.374008535,11.89993721
1,91,34.08772698,36.02480214,0.901380733,0.743506939,19.87112025,0.723568634,0.768847477,18.62398932
1,92,148.581186,103.110401,0.047344522,0.899800962,4.775617187,0.074854536,0.817774972,6.466322694
1,93,109.3267213,78.61935112,0.456740233,0.14208848,9.877824209,0.609900323,0.164843933,8.457307519
1,94,144.7675434,146.6427351,0.503521698,0.663899054,1.813624977,0.483227358,0.670319299,2.321218699
1,95,137.676206,135.1057642,0.206389435,0.109978813,2.376468013,0.29024498,0.095522625,3.161934466
1,96,81.88524273,78.0563929,0.308541448,0.222197511,13.24660185,0.315887989,0.197221744,10.27575074
1,97,129.8249503,129.9222341,0.710745463,0.274297058,2.870596004,0.491311749,0.318552697,3.730987765
1,98,62.27212254,38.32122817,0.62048967,0.326840377,20.25784194,0.559990072,0.283158165,19.59120949
1,99,71.65419245,63.05291112,0.32496015,0.477237182,19.23212401,0.302860391,0.460331119,15.5582161
1,100,154.3898808,155.5139785,0.206867014,0.838228787,0.239463979,0.240887518,0.593778357,0.970280662
1,101,46.48402563,47.69073434,0.667374717,0.643072178,14.06378937,0.531797327,0.594848005,16.11610976
1,102,103.2316395,91.48869076,0.46432324,0.273934616,13.37201395,0.705410424,0.375867006,7.800476496
1,103,46.78132962,48.8154988,0.371638982,0.301574357,28.87336102,0.263408067,0.242032018,22.84005964
1,104,104.7247848,51.65357907,0.437683306,0.04265796,28.45309793,0.721849708,0.10780584,11.47543293
1,105,79.31285701,57.64707662,0.255065347,0.168883793,18.02110392,0.435483122,0.223032665,14.82994759
1,106,69.18118033,49.35049141,0.920371823,0.445065323,17.18547166,0.832977372,0.41728063,15.73761089
1,107,146.9349063,47.32632449,0.028295141,0.450319188,28.47952671,0.032721858,0.546976992,16.30684755
1,108,30.80229669,31.09677182,0.913936794,0.920613653,20.3790483,0.723437731,0.959447867,16.59298556
1,109,131.8031132,131.895032,0.449429073,0.661212965,3.951636509,0.437415718,0.665124859,3.495219413
1,110,58.92339818,55.60639103,0.307423988,0.43119684,24.68729962,0.406477776,0.552282843,15.84722648
1,111,76.12479639,39.6606699,0.274886725,0.582876617,25.36562278,0.30911485,0.615100188,18.26830397
1,112,27.02752408,28.77322484,0.752584066,0.672434233,26.93705468,0.687270121,0.633512714,20.63634199
1,113,104.125266,106.2712386,0.506932535,0.816433987,4.797830053,0.638313541,0.767498083,5.357108907
1,114,104.9190885,105.6809743,0.916045276,0.524961789,4.92781355,0.688858614,0.561830345,6.038742235
1,115,121.1879445,66.45916206,0.683198285,0.235100815,14.09144053,0.825625649,0.282051586,11.20317815
1,116,44.40751141,44.55634305,0.788243944,0.504174169,21.75489682,0.690574413,0.571617593,15.87424659
1,117,123.210339,144.0738138,0.281570699,0.35297652,6.713897196,0.007300685,0.006424602,29.99999972
1,118,57.93877679,59.99202879,0.768085376,0.766535812,11.4705081,0.757255847,0.759968028,12.32136702
1,119,47.13687169,33.81817844,0.632986671,0.377772638,26.66704156,0.699345408,0.421437099,20.93767255
1,120,108.4813349,98.2797802,0.370012532,0.620156536,9.01628235,0.256389874,0.471633152,8.518348825
1,121,93.10384895,67.99317412,0.314224053,0.145678573,15.99629069,0.315749223,0.121448711,12.02815591
1,122,60.33447,35.75373743,0.362244877,0.66084622,15.68359126,0.365308573,0.694845274,19.07484984
1,123,97.73685534,23.40371042,0.160262239,0.541903476,29.54078604,0.196326497,0.589686551,23.86277385
1,124,25.94238467,28.11392632,0.863429939,0.746525359,24.00510257,0.693628568,0.754256902,17.35862369
1,125,68.34296255,65.19590754,0.781783634,0.498014589,14.50405025,0.811371188,0.584869019,11.05541906
1,126,87.92765258,79.81472212,0.2427547,0.100901532,13.71303463,0.444848447,0.210467928,8.609448778
1,127,88.06942556,56.75617306,0.154512308,0.082227024,26.19212725,0.132789107,0.052922779,29.99999755
1,128,154.8050365,156.8264342,0.594022684,0.343217187,0.944552933,0.548178772,0.518743242,0.475797681
1,129,99.85821152,46.7057323,0.672261147,0.127556098,17.40828232,0.655311695,0.121858592,13.52744264
1,130,56.6955343,49.83917257,0.481886387,0.68498506,20.32610406,0.47985939,0.683490242,16.11061623
1,131,81.24622097,28.7416787,0.834046256,0.176954103,28.22600851,0.780192309,0.177116692,20.40820395
1,132,75.20863811,77.51790501,0.65268024,0.857707964,7.838184455,0.718985349,0.860876187,8.109526045
1,133,93.32370538,25.08886137,0.967904327,0.183630101,21.76297483,0.868895667,0.206188067,29.99999038
1,134,87.33726106,21.35816375,0.274656839,0.767552755,26.53600465,0.221779128,0.722602496,22.2369775
1,135,37.56398727,39.31606441,0.544960729,0.638011165,20.70965147,0.657040679,0.70447209,15.91616222
1,136,44.75318591,46.8094369,0.510730822,0.429739912,26.69339687,0.410278414,0.388232046,19.37495679
1,137,78.60526546,68.04450183,0.10747813,0.192106704,23.56110422,0.209569235,0.311075847,15.43123612
1,138,80.54983785,48.03640174,0.301613877,0.585477981,21.1103038,0.297065903,0.595701957,17.13500176
1,139,68.38777259,59.47901836,0.334404003,0.445090764,20.93723709,0.358186156,0.4920387,16.92563978
1,140,106.3146819,97.18318591,0.395144641,0.10910868,6.184306501,0.362225409,0.177399041,7.661999773
1,141,108.8935734,103.7913153,0.981768092,0.408685651,7.050659999,0.678807228,0.33814724,6.310295934
1,142,141.4169153,49.99495932,0.169096827,0.984276735,11.37642598,0.111311965,0.813000198,13.69633684
1,143,148.7272109,69.71524688,0.053080481,0.569839306,14.7164412,0.038615523,0.735113886,9.743373691
1,144,93.60098982,93.53322041,0.408595934,0.540755162,9.223629796,0.522208499,0.688523052,7.163045378
1,145,150.135642,33.38499463,0.019501926,0.710015575,20.7172655,0.03055024,0.855760804,17.73707671
1,146,83.47290986,49.96528389,0.126980592,0.227619201,28.15641754,0.178626096,0.301741896,22.79563762
1,147,82.65595742,82.49191488,0.368895037,0.48122625,10.3665251,0.282445474,0.343480271,10.6835546
1,148,69.15869263,70.95087684,0.468631471,0.43784452,13.80159653,0.446290417,0.399451874,12.05997307
1,149,24.78827503,22.60146858,0.751043964,0.784108315,25.41173031,0.591801395,0.836178538,19.75561387
1,150,85.89674368,29.94016783,0.209084295,0.690948858,24.93747323,0.230853082,0.836156687,19.80772304
1,151,130.3695001,128.2566569,0.657438279,0.464077296,4.583811737,0.778576231,0.468492419,3.48548528
1,152,91.62203088,72.97131596,0.16868737,0.085202578,20.66156214,0.316027116,0.11391944,10.70888137
1,153,152.3359814,153.1113642,0.443473939,0.120512675,1.410497698,0.666931603,0.362441258,1.111327647
1,154,145.0088326,83.9872028,0.036478836,0.73756278,11.69019661,0.060710527,0.830802716,8.056061358
1,155,138.0130424,59.1451485,0.090185861,0.971932185,16.22140825,0.072078681,0.843899884,11.96536352
1,156,72.11823105,22.48508587,0.607855176,0.211428585,29.71700003,0.686704835,0.199449821,24.24631727
1,157,154.0971865,156.0723099,0.610140207,0.166002751,0.660234678,0.443120449,0.365431228,0.758512214
1,158,45.31518216,45.51204941,0.747062805,0.538424058,19.25648182,0.751273428,0.586390068,15.35043466
1,159,100.2101631,99.36916537,0.566558624,0.829036278,5.614504546,0.440625689,0.659621649,7.113635267
1,160,43.1710435,27.05733215,0.457919078,0.868433157,28.96427721,0.443441376,0.816491795,19.44474246
1,161,99.59141084,99.00106771,0.163128728,0.109263914,7.284799074,0.377043821,0.247455582,7.26779488
1,162,144.8325621,111.6553707,0.1222288,0.556604919,8.23176432,0.147399468,0.707380845,6.44859196
1,163,142.262532,143.7346029,0.75111945,0.828359861,3.50272577,0.511101603,0.768544179,2.398277121
1,164,140.1659326,94.36458568,0.014099477,0.133292222,14.61097312,0.034168788,0.195408343,10.7743438
1,165,154.1889339,155.2736293,0.405019214,0.855355633,0.601338658,0.271418796,0.599055167,0.992194923
1,166,106.2366759,29.12293778,0.738192319,0.129623207,21.34360138,0.712989816,0.114334636,18.67553227
1,167,136.7276104,126.3908486,0.559404087,0.113310465,4.277532044,0.662121585,0.10582513,3.151347174
1,168,50.96467985,43.19361143,0.55250991,0.446289304,29.77171851,0.602895421,0.430341706,18.28149138
1,169,51.55485299,49.59692534,0.813907888,0.570827227,24.55494999,0.752272811,0.588038601,16.56864086
1,170,26.58367192,27.30393398,0.786748438,0.835008483,23.21711722,0.703165593,0.816542118,29.99998715
1,171,77.53495539,44.44669734,0.268374194,0.659272933,19.23059136,0.324738851,0.646241027,17.48231833
1,172,144.8819311,109.5074236,0.139837786,0.005785619,6.176331923,0.189716953,0.005901641,6.312172972
1,173,36.34235226,29.57355904,0.555598993,0.397055061,27.98964005,0.554481941,0.383490331,22.87914531
1,174,35.76803355,38.4321368,0.93399272,0.952683518,19.77524823,0.813144043,0.877786846,15.73457755
1,175,149.6266814,120.9711928,0.040514498,0.339778808,6.714046924,0.059462086,0.499681988,4.945880772
1,176,151.5039197,153.6530217,0.10947199,0.381429408,0.864669365,0.139154573,0.237028256,1.650458611
1,177,115.683928,79.96475575,0.454708067,0.068323576,8.599116466,0.65882324,0.104478984,7.182595141
1,178,100.8805919,38.79366935,0.93352717,0.15304604,29.16739521,0.815370129,0.13079328,15.24821867
1,179,126.3699315,110.4988642,0.834230782,0.275055218,6.163193843,0.815744535,0.261875382,4.677482736
1,180,113.9506064,110.8994674,0.725182447,0.406972788,5.472772099,0.634427019,0.373663453,5.678523512
1,181,83.93588491,70.75233738,0.802905932,0.369813091,14.53613972,0.70826673,0.340875793,10.55113434
1,182,140.0395525,108.6812519,0.043909752,0.515343995,6.421768107,0.119009662,0.561144825,6.54893737
1,183,122.0257871,98.04656413,0.86116139,0.179084876,4.649817452,0.757148075,0.210667072,6.157707562
1,184,58.68349907,60.98678862,0.146175736,0.160308305,28.93908852,0.220480223,0.215743363,19.00649558
1,185,60.90462379,55.42669919,0.587929766,0.442772921,18.01371458,0.594903438,0.421298691,15.23250495
1,186,56.27375859,58.47801736,0.201970727,0.226321472,20.97136321,0.213191481,0.213011097,18.68415106
1,187,100.5374964,93.00641962,0.640280676,0.45967671,5.199153952,0.773755217,0.422804847,7.074172243
1,188,92.17525981,71.41562689,0.344451603,0.786282506,11.55801992,0.348867168,0.828938604,9.570234301
1,189,42.8754742,41.9992178,0.434707205,0.582805035,22.11003086,0.786216653,0.635585966,16.88942002
1,190,100.963763,41.67079787,0.054166233,0.183167019,23.89895976,0.159679813,0.418529901,21.51659561
1,191,67.79660259,52.24432902,0.626161043,0.29915201,20.07207394,0.599949899,0.30449326,13.44217921
1,192,91.80389308,23.85281604,0.620992908,0.120315444,27.36881776,0.748280183,0.144523834,20.62109032
1,193,24.96017323,26.83650951,0.860639335,0.912482458,29.88543983,0.765979994,0.915552066,17.84484537
1,194,39.47363847,41.25384617,0.76349876,0.633568112,22.32045526,0.71355734,0.685825844,15.63791477
1,195,144.3921641,34.76598484,0.098427302,0.957511615,26.31781677,0.065917544,0.810272429,17.64495385
1,196,106.4351218,23.18199781,0.795273538,0.119049749,28.12660851,0.838800552,0.16110291,21.80267574
1,197,54.5934957,56.64546264,0.477499876,0.96329718,15.90944717,0.697593388,0.95393132,10.63286851
1,198,133.2920921,95.20989693,0.149757033,0.580293779,10.72348848,0.157132323,0.524980456,9.324876507
1,199,142.6578994,111.7715139,0.822435524,0.094242238,4.995226169,0.744172865,0.067266522,4.148743043
1,200,114.3534218,125.0657904,0.773662609,0.115598321,3.949338023,0.018942479,0.013156819,29.99990865
1,201,62.39683542,62.32208795,0.384874779,0.326616092,22.53014362,0.507254724,0.412293785,14.11297215
1,202,153.7928104,154.3271455,0.453414612,0.72074197,2.110324386,0.197621614,0.582542474,1.219210158
1,203,61.4170079,63.04815179,0.694720824,0.713058241,13.1447087,0.682074236,0.757942966,11.92335174
1,204,108.9370398,110.439426,0.516142614,0.599573796,8.607963208,0.421029497,0.478234503,6.620479968
1,205,135.8460546,137.6174976,0.818111206,0.624247652,2.081841087,0.560725487,0.671127449,2.947162393
1,206,62.60411719,35.84476327,0.679356882,0.283210883,23.96183219,0.646939904,0.313579342,20.59453598
1,207,130.3676754,130.4561893,0.259778046,0.505589153,5.217643518,0.12797559,0.191829032,6.012035332
1,208,130.2196059,47.17048553,0.114155488,0.86811102,16.85528203,0.109930172,0.661923747,29.99999557
1,209,43.38335262,42.53480738,0.459721136,0.626032411,29.27131526,0.563743504,0.671672545,17.51728192
1,210,133.3148096,136.4273118,0.579051123,0.903726735,3.00434495,0.78927436,0.854188624,2.755365058
1,211,132.7602115,133.3089402,0.224487532,0.286654406,2.892143901,0.502031078,0.312189217,3.391919106
1,212,74.34999271,29.97125317,0.761002339,0.245436246,20.48147027,0.624125696,0.204811669,18.29174071
1,213,59.53953077,57.8532067,0.689284845,0.500059222,15.28465644,0.718699411,0.536236596,12.65026624
1,214,59.34032688,53.41382386,0.610588105,0.427252478,20.1908492,0.620682488,0.422397956,13.78915842
1,215,56.20253504,48.67925568,0.451939977,0.946471188,14.40169212,0.526424285,0.958849242,11.72941256
1,216,28.59500127,30.8681983,0.884265922,0.787393543,29.99319527,0.760426266,0.815114212,17.51585861
1,217,88.04216757,58.14946587,0.197836612,0.542751975,14.55232132,0.273004708,0.622678189,13.14295424
1,218,81.29533184,61.43339489,0.7306613,0.32291689,23.25073632,0.789615881,0.328892635,12.70262936
1,219,142.5101667,82.48628152,0.047502573,0.478041428,9.763647727,0.044120612,0.284948228,10.79252829
1,220,103.8656107,94.29947429,0.836364581,0.363205366,7.353195334,0.662930969,0.331945651,7.549227143
1,221,106.4223629,51.23679793,0.91361006,0.052019274,26.69758165,0.766849194,0.106792636,11.74666027
1,222,127.9301447,95.89105068,0.881844116,0.171852234,5.317793874,0.687191517,0.090430968,5.546104
1,223,45.59450476,40.36524724,0.689024597,0.831541773,14.589487,0.484239019,0.89587653,12.40297636
1,224,95.35014158,66.7094168,0.239090048,0.450386265,13.14025858,0.246277332,0.441828072,16.85627705
1,225,64.11078422,65.86335988,0.46645406,0.473202463,12.46425797,0.559858871,0.518267469,11.57615233
1,226,61.3791035,35.04036101,0.881289975,0.347712622,25.50628393,0.778047328,0.365070507,19.17102637
1,227,112.7700039,114.9803923,0.859904597,0.769282786,5.012660463,0.711560733,0.779145918,4.833626151
1,228,96.96243715,36.00426174,0.663239156,0.145493771,15.9549461,0.803966468,0.16211647,15.50283955
1,229,96.45650014,116.0951706,0.270872473,0.456723266,10.81685725,0.185159865,0.317485832,29.99999671
1,230,48.04480723,44.19609205,0.583071182,0.913674717,18.85918978,0.581359392,0.888333024,14.26610251
1,231,91.37903631,92.61545048,0.840511372,0.464594183,5.368007904,0.642089991,0.550788463,7.191382285
1,232,107.7295526,88.71786182,0.311905282,0.112959669,8.767764237,0.597995378,0.23071342,7.489344764
1,233,111.6610782,108.1615756,0.026505083,0.044942265,25.73486005,0.130415864,0.183960718,9.854461611
1,234,151.2071091,37.76193558,0.189767041,0.53407122,22.24355196,0.247109823,0.685007585,19.35200587
1,235,45.83841044,42.9174488,0.942965691,0.730501139,27.01751796,0.857338216,0.680069204,18.28988258
1,236,155.4354776,78.63491972,0.077523455,0.371578099,15.93523485,0.089419615,0.399900655,12.14926451
1,237,147.543389,55.38648351,0.023370163,0.243301525,17.50384601,0.032884412,0.256383776,16.38490595
1,238,100.7165674,97.80981317,0.827186232,0.613027083,6.611586228,0.838816284,0.604027554,7.331043168
1,239,123.4137466,117.8601217,0.17576915,0.077699408,5.448260052,0.340046859,0.111266444,4.681030304
1,240,82.34966104,72.82369279,0.322688752,0.534941861,11.61230713,0.416623018,0.744878789,10.29779079
1,241,68.87205735,36.36205187,0.419387915,0.907331437,28.2485677,0.393210082,0.747815443,18.37892921
1,242,142.1685143,144.1543993,0.392960591,0.684027737,2.035129768,0.599518577,0.749391238,2.153293605
1,243,61.92050657,42.44821927,0.702390873,0.334963174,20.15354858,0.746576512,0.383157127,16.31973062
1,244,147.4162404,114.3133275,0.045557795,0.876759931,5.708692511,0.117588493,0.78200402,5.590095543
1,245,120.7088179,115.8373261,0.34638552,0.839592465,5.409050406,0.430569621,0.858493772,4.939481161
1,246,101.1247165,102.916976,0.586199977,0.463271663,6.621511497,0.476793816,0.516765764,7.051813109
1,247,94.92476053,43.26557558,0.845181776,0.092128997,13.78061174,0.720187764,0.123753496,13.75626865
1,248,70.95962144,69.48845628,0.173284221,0.133700088,23.89448925,0.20222143,0.147842635,15.09476447
1,249,148.5963943,57.27832357,0.03308008,0.981778417,13.61893008,0.059573857,0.73212501,11.77616481
1,250,51.61625662,53.64215322,0.422313379,0.438765873,26.56537342,0.383705674,0.372280392,18.08393002
1,251,130.1190831,152.4752077,0.658974485,0.894222798,3.526503358,0.002573703,0.006681029,29.99999824
1,252,70.11098037,52.55127545,0.999033291,0.419961123,16.73117649,0.709540296,0.379638624,15.27164825
1,253,33.12258134,35.10341026,0.528128925,0.56413314,29.89701098,0.536470131,0.539572079,20.58950335
1,254,109.4576676,106.4877559,0.238523388,0.119015317,8.753596144,0.300415392,0.16803851,6.947904272
1,255,92.95861059,41.94868964,0.248984213,0.564848393,26.41655452,0.252154895,0.59589638,23.27910451
1,256,104.5597627,59.97148113,0.668991639,0.024522316,20.94471139,0.627175203,0.075103352,10.9172433
1,257,145.8334004,73.21880285,0.029509455,0.364692884,14.01595556,0.038496218,0.484872549,10.41371163
1,258,104.3432759,106.3186988,0.58894878,0.698198624,6.327522284,0.720962555,0.695196694,5.711430945
1,259,38.92767123,31.13660677,0.618917579,0.449498531,27.4876354,0.624379298,0.464725312,29.99986892
1,260,147.4714348,148.0095627,0.679687948,0.235430525,0.512558468,0.379711619,0.666782145,2.134792643
1,261,68.50310909,70.81449214,0.13641217,0.130391612,27.17006073,0.150223629,0.149818401,20.29346751
1,262,113.7644871,65.08170769,0.100541857,0.493328969,13.07252256,0.168749347,0.643528176,11.80693176
1,263,138.8694383,122.916621,0.189893586,0.767167812,3.736353009,0.104638052,0.296817069,6.095500085
1,264,154.9769274,156.4558374,0.068352896,0.024526146,0.784604269,0.549403711,0.244491833,0.510396792
1,265,106.6454643,89.20019189,0.211830307,0.104870917,10.99339224,0.393900694,0.121633886,7.435840476
1,266,59.37040001,36.4231489,0.304253843,0.748564812,27.88504637,0.380054861,0.820638811,15.97243125
1,267,31.96676706,31.84806192,0.594583631,0.970786985,25.24558017,0.772864454,0.956881657,17.21070053
1,268,94.33105478,68.37400314,0.830928286,0.328587285,12.90340902,0.778830819,0.338795062,10.55246067
