Array,SimSub,AIC_TD,AIC_TDRS,AIC_Util,AIC_FourLR,RealAlpha,RealBeta,RealRho,RecAlpha,RecBeta,RecRho
20,9672,146.17452318352,146.496502129623,143.881018891064,149.364077531553,0.201467520280664,2.34882071756813,0.616103599289281,0.228860570751994,2.79880615780316,0.5351202660232
20,9673,93.5235701134759,81.5487556562384,68.5849356015173,84.9725970200131,0.687735540563943,7.07108416387209,0.287384605506653,0.74987096719566,5.84724878298527,0.298173458543711
20,9674,117.013444727167,116.908806689483,114.930638344435,119.309258489256,0.589531702136926,3.19743169629314,0.460396970639734,0.493762745104073,4.43500866963492,0.647462322770529
20,9675,135.389657664742,75.8008839664655,58.253132729243,79.2368269039836,0.600444977161034,11.0929844218076,0.0948733247185079,0.57371983407909,8.61379543326276,0.135088755184961
20,9676,134.957316301848,90.7386079313604,83.7320738847833,93.5395696962517,0.41212922672823,4.53461114696304,0.257992077667849,0.415448658367858,5.22919984106337,0.152579145596759
20,9677,130.790030226982,113.318444414456,114.052333519849,115.374250632601,0.237914098499179,8.60384473450009,2.44387891205515,0.237744365531803,5.87267558060501,2.18144843300924
20,9678,145.148061742736,139.029903133782,137.534339625796,141.921811375966,0.364560535373272,3.50399521616952,0.324841893643201,0.474079456867989,2.45238397259466,0.360954527176486
20,9679,138.50710922279,138.04057544646,133.387602440283,142.269828017444,0.713823289656137,3.14275789544199,2.14261375187321,0.718515095233899,3.457795144003,2.43909597719231
20,9680,93.0047902328058,88.8480266169776,88.2239789406556,89.4047406921212,0.317333667423392,9.46067450394093,0.689177989476481,0.36482801137958,8.25239129607791,0.698083593922617
20,9681,94.4775389350105,59.9607656712776,40.6931810616391,62.0199020287728,0.650744807936085,7.51066440097836,0.106345027489627,0.656810847083059,9.27433915785957,0.0813668327326678
20,9682,85.6769485081984,49.4999510580564,40.4983765507521,51.1597957678399,0.633863140885923,10.8317296248765,0.335717816020504,0.598529171943985,11.0076598614232,0.284329507884653
20,9683,115.596426207319,102.219795725709,99.4085334195659,105.798633458849,0.3433319081886,11.2123285855443,1.83375297513775,0.450078379953939,7.9165385274775,2.29710650512394
20,9684,134.681285759642,123.305064378224,117.746828814117,127.61511038325,0.330055867994471,7.16348890058201,2.3628573321392,0.444191583506122,5.25738735648549,2.46719428104605
20,9685,115.007068133102,104.645887247415,105.514928615544,107.774043108447,0.177091642104516,8.90429547779974,1.73715990841645,0.146804841145057,8.06481102018671,1.637880909056
20,9686,124.744984484353,124.639514570229,122.36525789625,122.778700909939,0.305959017909902,2.84632348149186,0.547591195712214,0.308974828753106,5.29186270877459,0.703809584665614
20,9687,105.005942130269,92.3483934937685,90.9166685704257,91.8373498655835,0.552883186715993,9.19407190534369,2.49109137146348,0.476847868164209,9.0657455447139,1.94904088656448
20,9688,133.899829502688,96.9810737173947,71.9847154236073,89.3909823535737,0.660815345544108,4.0196687916968,0.119360759307337,0.574618450188649,4.44669396019395,0.0395275251248308
20,9689,149.362128813531,126.511915714877,115.503171821887,126.531206205471,0.439670173306241,1.48830648309035,0.0810263966214599,0.481411511730334,2.74597060703941,0.0559315029079379
20,9690,141.049572609526,104.108587388187,93.902877056497,98.0400787820267,0.521765756472724,3.25961116807718,0.0674135139764967,0.49428298991584,3.90043326304531,0.0903368030064252
20,9691,123.719152561765,114.209107855925,111.606619915571,116.507645019094,0.118634857012747,5.61822287999006,2.29781646831945,0.216292555907603,6.05546805704829,2.26256003644007
