subj,trialExp,trialRoom,rt,signedPE,reward,condition,imageShown,estimate,absPE,risk,signedErr,absErr,learningRate,lrcat,deck,exp,scenetype,alphapos,alphaneg,AsymmIdx,modval,modelrpe,AbsRPE,PositiveRPE
A1A1RNLLRZNQWB,55,25,4156,0,50,hrfirst,Indoor_58.jpg,50,0,low,10,10,NaN,NaN,40 cents,exp2,I,0.558880315729623,0.493883133579816,0.0617395885015211,0.388298627810121,0.111701372189879,0.111701372189879,1
A1A1RNLLRZNQWB,56,26,3878,10,60,hrfirst,Indoor_10.jpg,50,10,low,10,10,-1,10,40 cents,exp2,I,0.558880315729623,0.493883133579816,0.0617395885015211,0.450726325967033,0.149273674032967,0.149273674032967,1
A1A1RNLLRZNQWB,57,27,4444,0,60,hrfirst,Outdoor_8.jpg,60,0,low,0,0,NaN,NaN,60 cents,exp2,O,0.558880315729623,0.493883133579816,0.0617395885015211,0.510246475782166,0.0897535242178344,0.0897535242178344,1
A1A1RNLLRZNQWB,58,28,3967,-10,70,hrfirst,Outdoor_46.jpg,80,10,low,20,20,NaN,-10,60 cents,exp2,O,0.558880315729623,0.493883133579816,0.0617395885015211,0.560407953734875,0.139592046265125,0.139592046265125,1
A1A1RNLLRZNQWB,59,29,4769,-20,20,hrfirst,Indoor_63.jpg,40,20,low,0,0,NaN,-10,40 cents,exp2,I,0.558880315729623,0.493883133579816,0.0617395885015211,0.534152444040698,-0.334152444040698,0.334152444040698,0
A1A3TGZ7DKJWRW,0,0,3617,30,80,hrfirst,Outdoor_51.jpg,50,30,high,10,10,0.833333333333333,30,40 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.5,0.3,0.3,1
A1A3TGZ7DKJWRW,1,1,3783,0,40,hrfirst,Indoor_53.jpg,40,0,high,-20,20,NaN,NaN,60 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.5,-0.1,0.1,0
A1A3TGZ7DKJWRW,2,2,2794,-75,0,hrfirst,Outdoor_59.jpg,75,75,high,35,35,0.133333333333333,-70,40 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.500434942812468,-0.500434942812468,0.500434942812468,0
A1A3TGZ7DKJWRW,3,3,3674,30,60,hrfirst,Indoor_40.jpg,30,30,high,-30,30,0.666666666666667,30,60 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.418412058287384,0.181587941712616,0.181587941712616,1
A1A3TGZ7DKJWRW,4,4,4706,-5,60,hrfirst,Outdoor_17.jpg,65,5,high,25,25,0,-10,40 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.092140373361066,0.507859626638934,0.507859626638934,1
A1A3TGZ7DKJWRW,5,5,5965,-45,20,hrfirst,Outdoor_76.jpg,65,45,high,25,25,0.777777777777778,-50,40 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.0928766730088975,0.107123326991102,0.107123326991102,1
A1A3TGZ7DKJWRW,6,6,4015,-30,20,hrfirst,Indoor_64.jpg,50,30,high,-10,10,0.666666666666667,-30,60 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.418675326187646,-0.218675326187646,0.218675326187646,0
A1A3TGZ7DKJWRW,7,7,4671,70,100,hrfirst,Indoor_36.jpg,30,70,high,-30,30,-0.0714285714285714,70,60 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.240262628517795,0.759737371482205,0.759737371482205,1
A1A3TGZ7DKJWRW,8,8,3887,10,40,hrfirst,Outdoor_29.jpg,30,10,high,-10,10,-0.5,10,40 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.0930319814126391,0.306968018587361,0.306968018587361,1
A1A3TGZ7DKJWRW,9,9,3897,55,80,hrfirst,Indoor_26.jpg,25,55,high,-35,35,-0.0909090909090909,50,60 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.241364102881428,0.558635897118572,0.558635897118572,1
A1A3TGZ7DKJWRW,10,10,4178,0,20,hrfirst,Indoor_38.jpg,20,0,high,-40,40,NaN,NaN,60 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.242174018442223,-0.0421740184422231,0.0421740184422231,0
A1A3TGZ7DKJWRW,11,11,7026,15,40,hrfirst,Outdoor_24.jpg,25,15,high,-15,15,0.333333333333333,10,40 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.0934770265237798,0.30652297347622,0.30652297347622,1
A1A3TGZ7DKJWRW,12,12,3456,-10,20,hrfirst,Outdoor_35.jpg,30,10,high,-10,10,-4.5,-10,40 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.0939214264043462,0.106078573595654,0.106078573595654,1
A1A3TGZ7DKJWRW,13,13,4590,30,60,hrfirst,Indoor_17.jpg,30,30,high,-30,30,0.666666666666667,30,60 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.207765104857714,0.392234895142286,0.392234895142286,1
A1A3TGZ7DKJWRW,14,14,3758,-15,60,hrfirst,Outdoor_50.jpg,75,15,high,35,35,0,-10,40 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.0940752201148206,0.505924779885179,0.505924779885179,1
A1A3TGZ7DKJWRW,15,15,4581,30,80,hrfirst,Indoor_12.jpg,50,30,high,-10,10,-0.5,30,60 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.208333770685852,0.591666229314148,0.591666229314148,1
A1A3TGZ7DKJWRW,16,16,3604,5,80,hrfirst,Outdoor_18.jpg,75,5,high,35,35,-8,10,40 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.0948087146036895,0.705191285396311,0.705191285396311,1
A1A3TGZ7DKJWRW,17,17,6061,5,40,hrfirst,Indoor_28.jpg,35,5,high,-25,25,-2,10,60 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.20919157393192,0.19080842606808,0.19080842606808,1
A1A3TGZ7DKJWRW,18,18,6120,75,100,hrfirst,Indoor_16.jpg,25,75,high,-35,35,0,70,60 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.209468209776842,0.790531790223158,0.790531790223158,1
A1A3TGZ7DKJWRW,19,19,6014,-35,0,hrfirst,Outdoor_60.jpg,35,35,high,-5,5,-0.428571428571429,-30,40 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.0958311075403509,-0.0958311075403509,0.0958311075403509,0
A1A3TGZ7DKJWRW,20,20,4343,-10,40,hrfirst,Outdoor_55.jpg,50,10,high,10,10,0,-10,40 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.0176444793777746,0.382355520622225,0.382355520622225,1
A1A3TGZ7DKJWRW,21,21,3818,-5,20,hrfirst,Indoor_42.jpg,25,5,high,-35,35,0,-10,60 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.21061433017746,-0.01061433017746,0.01061433017746,0
A1A3TGZ7DKJWRW,22,22,3473,15,40,hrfirst,Indoor_46.jpg,25,15,high,-35,35,0.666666666666667,10,60 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.201954316659089,0.198045683340911,0.198045683340911,1
A1A3TGZ7DKJWRW,23,23,4166,-50,0,hrfirst,Outdoor_21.jpg,50,50,high,10,10,0.5,-50,40 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.0181988219961153,-0.0181988219961153,0.0181988219961153,0
A1A3TGZ7DKJWRW,24,24,5225,65,100,hrfirst,Indoor_55.jpg,35,65,high,-25,25,0,70,60 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.202241445147454,0.797758554852546,0.797758554852546,1
A1A3TGZ7DKJWRW,25,25,3938,55,80,hrfirst,Outdoor_3.jpg,25,55,high,-15,15,0.818181818181818,50,40 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.00335077771354193,0.796649222286458,0.796649222286458,1
A1A3TGZ7DKJWRW,26,26,3623,45,80,hrfirst,Indoor_10.jpg,35,45,high,-25,25,-0.333333333333333,50,60 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.203398042979182,0.596601957020818,0.596601957020818,1
A1A3TGZ7DKJWRW,27,27,4173,-10,60,hrfirst,Outdoor_75.jpg,70,10,high,30,30,0.5,-10,40 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.00450576722451519,0.595494232775485,0.595494232775485,1
A1A3TGZ7DKJWRW,28,28,3392,-45,20,hrfirst,Outdoor_67.jpg,65,45,high,25,25,NaN,-50,40 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.00536912034588865,0.194630879654111,0.194630879654111,1
A1A3TGZ7DKJWRW,29,29,4151,40,60,hrfirst,Indoor_51.jpg,20,40,high,-40,40,NaN,50,60 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.204263002089551,0.395736997910449,0.395736997910449,1
A1A3TGZ7DKJWRW,30,0,4009,25,50,hrfirst,Outdoor_78.jpg,25,25,low,-35,35,-0.2,30,60 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.5,0,0,0
A1A3TGZ7DKJWRW,31,1,2723,-10,20,hrfirst,Indoor_8.jpg,30,10,low,-10,10,-2,-10,40 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.5,-0.3,0.3,0
A1A3TGZ7DKJWRW,32,2,3725,-20,30,hrfirst,Indoor_19.jpg,50,20,low,10,10,1.25,-10,40 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.255236174862151,0.0447638251378494,0.0447638251378494,1
A1A3TGZ7DKJWRW,33,3,2646,60,80,hrfirst,Outdoor_82.jpg,20,60,low,-40,40,1.16666666666667,50,60 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.5,0.3,0.3,1
A1A3TGZ7DKJWRW,34,4,2834,-30,60,hrfirst,Outdoor_37.jpg,90,30,low,30,30,0.5,-30,60 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.500434942812468,0.0995650571875316,0.0995650571875316,1
A1A3TGZ7DKJWRW,35,5,2701,15,40,hrfirst,Indoor_65.jpg,25,15,low,-15,15,0.666666666666667,10,40 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.255301073875492,0.144698926124508,0.144698926124508,1
A1A3TGZ7DKJWRW,36,6,2885,15,50,hrfirst,Indoor_14.jpg,35,15,low,-5,5,-0.333333333333333,10,40 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.255510859735124,0.244489140264876,0.244489140264876,1
A1A3TGZ7DKJWRW,37,7,3731,-5,70,hrfirst,Outdoor_53.jpg,75,5,low,15,15,6,-10,60 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.500579293165791,0.199420706834209,0.199420706834209,1
A1A3TGZ7DKJWRW,38,8,4179,30,60,hrfirst,Indoor_69.jpg,30,30,low,-10,10,-0.166666666666667,30,40 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.25586532238274,0.34413467761726,0.34413467761726,1
A1A3TGZ7DKJWRW,39,9,3519,-5,40,hrfirst,Outdoor_79.jpg,45,5,low,-15,15,0,-10,60 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.500868415176107,-0.100868415176107,0.100868415176107,0
A1A3TGZ7DKJWRW,40,10,4374,-5,20,hrfirst,Indoor_58.jpg,25,5,low,-15,15,0,-10,40 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.256364252064576,-0.0563642520645757,0.0563642520645757,0
A1A3TGZ7DKJWRW,41,11,3910,15,60,hrfirst,Outdoor_66.jpg,45,15,low,-15,15,2,10,60 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.418571951395785,0.181428048604215,0.181428048604215,1
A1A3TGZ7DKJWRW,42,12,3666,5,80,hrfirst,Outdoor_31.jpg,75,5,low,15,15,-8,10,60 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.41883498748152,0.38116501251848,0.38116501251848,1
A1A3TGZ7DKJWRW,43,13,3947,15,40,hrfirst,Indoor_27.jpg,25,15,low,-15,15,1,10,40 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.210377818943377,0.189622181056623,0.189622181056623,1
A1A3TGZ7DKJWRW,44,14,3406,5,40,hrfirst,Outdoor_46.jpg,35,5,low,-25,25,9,10,60 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.419387604090051,-0.0193876040900511,0.0193876040900511,0
A1A3TGZ7DKJWRW,45,15,4340,10,50,hrfirst,Indoor_61.jpg,40,10,low,0,0,-2,10,40 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.210652734959161,0.289347265040839,0.289347265040839,1
A1A3TGZ7DKJWRW,46,16,3388,-10,70,hrfirst,Outdoor_23.jpg,80,10,low,20,20,0.5,-10,60 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.403569656965587,0.296430343034413,0.296430343034413,1
A1A3TGZ7DKJWRW,47,17,3474,40,60,hrfirst,Indoor_72.jpg,20,40,low,-20,20,0.375,50,40 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.211072233336618,0.388927766663382,0.388927766663382,1
A1A3TGZ7DKJWRW,48,18,4343,-25,50,hrfirst,Outdoor_86.jpg,75,25,low,15,15,-0.2,-30,60 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.403999424455922,0.0960005755440781,0.0960005755440781,1
A1A3TGZ7DKJWRW,49,19,3679,-5,30,hrfirst,Indoor_77.jpg,35,5,low,-5,5,0,-10,40 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.211636104458883,0.0883638955411171,0.0883638955411171,1
A1A3TGZ7DKJWRW,50,20,3840,0,80,hrfirst,Outdoor_14.jpg,80,0,low,20,20,NaN,NaN,60 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.404138606990341,0.395861393009659,0.395861393009659,1
A1A3TGZ7DKJWRW,51,21,4051,-25,50,hrfirst,Outdoor_12.jpg,75,25,low,15,15,1.6,-30,60 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.404712530549085,0.0952874694509149,0.0952874694509149,1
A1A3TGZ7DKJWRW,52,22,4343,5,40,hrfirst,Indoor_74.jpg,35,5,low,-5,5,-2,10,40 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.211764215263041,0.188235784736959,0.188235784736959,1
A1A3TGZ7DKJWRW,53,23,4673,5,30,hrfirst,Indoor_44.jpg,25,5,low,-15,15,0,10,40 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.212037121268443,0.0879628787315571,0.0879628787315571,1
A1A3TGZ7DKJWRW,54,24,4510,25,60,hrfirst,Outdoor_8.jpg,35,25,low,-25,25,1.6,30,60 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.404850679215605,0.195149320784395,0.195149320784395,1
A1A3TGZ7DKJWRW,55,25,6327,-5,20,hrfirst,Indoor_60.jpg,25,5,low,-15,15,-2,-10,40 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.212164650674671,-0.0121646506746705,0.0121646506746705,0
A1A3TGZ7DKJWRW,56,26,4598,25,60,hrfirst,Indoor_7.jpg,35,25,low,-5,5,0,30,40 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.202239762572677,0.397760237427323,0.397760237427323,1
A1A3TGZ7DKJWRW,57,27,3815,-35,40,hrfirst,Outdoor_33.jpg,75,35,low,15,15,-0.142857142857143,-30,60 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.405133608530382,-0.00513360853038247,0.00513360853038247,0
A1A3TGZ7DKJWRW,58,28,4313,-10,70,hrfirst,Outdoor_4.jpg,80,10,low,20,20,NaN,-10,60 cents,exp2,O,0.00144980937489442,0.815879417126165,-0.996452324649882,0.40094520299486,0.29905479700514,0.29905479700514,1
A1A3TGZ7DKJWRW,59,29,4217,15,50,hrfirst,Indoor_79.jpg,35,15,low,-5,5,NaN,10,40 cents,exp2,I,0.00144980937489442,0.815879417126165,-0.996452324649882,0.202816439093859,0.297183560906141,0.297183560906141,1
A1AKX1C8GCVCTP,0,0,6027,-30,20,hrfirst,static/images/Outdoor_29.jpg,50,30,high,30,30,0.666666666666667,-30,20 cents,exp3,O,0.782634307319845,0.375730744184778,0.3512740328332,0.5,-0.3,0.3,0
A1AKX1C8GCVCTP,1,1,5384,20,70,hrfirst,static/images/Indoor_39.jpg,50,20,high,-30,30,0,10,80 cents,exp3,I,0.782634307319845,0.375730744184778,0.3512740328332,0.5,0.2,0.2,1
A1AKX1C8GCVCTP,2,2,4417,10,40,hrfirst,static/images/Outdoor_50.jpg,30,10,high,10,10,2,10,20 cents,exp3,O,0.782634307319845,0.375730744184778,0.3512740328332,0.387280776744567,0.0127192232554334,0.0127192232554334,1
A1AKX1C8GCVCTP,3,3,7001,10,60,hrfirst,static/images/Indoor_1.jpg,50,10,high,-30,30,1,10,80 cents,exp3,I,0.782634307319845,0.375730744184778,0.3512740328332,0.656526861463969,-0.0565268614639689,0.0565268614639689,0
A1AKX1C8GCVCTP,4,4,5099,-20,30,hrfirst,static/images/Outdoor_84.jpg,50,20,high,30,30,0.5,-10,20 cents,exp3,O,0.782634307319845,0.375730744184778,0.3512740328332,0.397235277226729,-0.0972352772267292,0.0972352772267292,0
A1AKX1C8GCVCTP,5,5,6562,-40,0,hrfirst,static/images/Outdoor_17.jpg,40,40,high,20,20,0.25,-50,20 cents,exp3,O,0.782634307319845,0.375730744184778,0.3512740328332,0.360700994153317,-0.360700994153317,0.360700994153317,0
A1AKX1C8GCVCTP,6,6,6185,30,90,hrfirst,static/images/Indoor_9.jpg,60,30,high,-20,20,0,30,80 cents,exp3,I,0.782634307319845,0.375730744184778,0.3512740328332,0.635287981739682,0.264712018260318,0.264712018260318,1
A1AKX1C8GCVCTP,7,7,5378,20,80,hrfirst,static/images/Indoor_19.jpg,60,20,high,-20,20,1.4,10,80 cents,exp3,I,0.782634307319845,0.375730744184778,0.3512740328332,0.842460688790084,-0.042460688790084,0.042460688790084,0
A1AKX1C8GCVCTP,8,8,5162,-20,10,hrfirst,static/images/Outdoor_25.jpg,30,20,high,10,10,-2.35,-10,20 cents,exp3,O,0.782634307319845,0.375730744184778,0.3512740328332,0.225174541191902,-0.125174541191902,0.125174541191902,0
A1AKX1C8GCVCTP,9,9,5515,12,100,hrfirst,static/images/Indoor_24.jpg,88,12,high,8,8,-6.5,10,80 cents,exp3,I,0.782634307319845,0.375730744184778,0.3512740328332,0.826506902592388,0.173493097407612,0.173493097407612,1
A1AKX1C8GCVCTP,10,10,4684,80,90,hrfirst,static/images/Indoor_75.jpg,10,80,high,-70,70,0.8375,70,80 cents,exp3,I,0.782634307319845,0.375730744184778,0.3512740328332,0.962288552706769,-0.0622885527067686,0.0622885527067686,0
A1AKX1C8GCVCTP,11,11,6009,-57,20,hrfirst,static/images/Outdoor_51.jpg,77,57,high,57,57,1,-50,20 cents,exp3,O,0.782634307319845,0.375730744184778,0.3512740328332,0.17814261767688,0.0218573823231195,0.0218573823231195,1
A1AKX1C8GCVCTP,12,12,5229,20,40,hrfirst,static/images/Outdoor_37.jpg,20,20,high,0,0,0,10,20 cents,exp3,O,0.782634307319845,0.375730744184778,0.3512740328332,0.19524895495116,0.20475104504884,0.20475104504884,1
A1AKX1C8GCVCTP,13,13,5289,-17,60,hrfirst,static/images/Indoor_25.jpg,77,17,high,-3,3,0,-10,80 cents,exp3,I,0.782634307319845,0.375730744184778,0.3512740328332,0.938884828444062,-0.338884828444062,0.338884828444062,0
A1AKX1C8GCVCTP,14,14,5572,10,30,hrfirst,static/images/Outdoor_10.jpg,20,10,high,0,0,0,10,20 cents,exp3,O,0.782634307319845,0.375730744184778,0.3512740328332,0.355494147265973,-0.0554941472659732,0.0554941472659732,0
A1AKX1C8GCVCTP,15,15,5122,-7,70,hrfirst,static/images/Indoor_38.jpg,77,7,high,-3,3,-0.428571428571429,-10,80 cents,exp3,I,0.782634307319845,0.375730744184778,0.3512740328332,0.811555379659844,-0.111555379659844,0.111555379659844,0
A1AKX1C8GCVCTP,16,16,4715,-10,10,hrfirst,static/images/Outdoor_53.jpg,20,10,high,0,0,1,-10,20 cents,exp3,O,0.782634307319845,0.375730744184778,0.3512740328332,0.334643290015829,-0.234643290015829,0.234643290015829,0
A1AKX1C8GCVCTP,17,17,4594,0,80,hrfirst,static/images/Indoor_8.jpg,80,0,high,0,0,NaN,NaN,80 cents,exp3,I,0.782634307319845,0.375730744184778,0.3512740328332,0.769640593842435,0.0303594061575649,0.0303594061575649,1
A1AKX1C8GCVCTP,18,18,5666,90,100,hrfirst,static/images/Indoor_49.jpg,10,90,high,-70,70,0.888888888888889,70,80 cents,exp3,I,0.782634307319845,0.375730744184778,0.3512740328332,0.793400906651203,0.206599093348797,0.206599093348797,1
A1AKX1C8GCVCTP,19,19,4971,-10,0,hrfirst,static/images/Outdoor_23.jpg,10,10,high,-10,10,0,-10,20 cents,exp3,O,0.782634307319845,0.375730744184778,0.3512740328332,0.246480592040217,-0.246480592040217,0.246480592040217,0
A1AKX1C8GCVCTP,20,20,5107,0,10,hrfirst,static/images/Outdoor_16.jpg,10,0,high,-10,10,NaN,NaN,20 cents,exp3,O,0.782634307319845,0.375730744184778,0.3512740328332,0.153870255765842,-0.0538702557658417,0.0538702557658417,0
A1AKX1C8GCVCTP,21,21,4771,0,90,hrfirst,static/images/Indoor_13.jpg,90,0,high,10,10,NaN,NaN,80 cents,exp3,I,0.782634307319845,0.375730744184778,0.3512740328332,0.955092444967147,-0.0550924449671466,0.0550924449671466,0
A1AKX1C8GCVCTP,22,22,5218,10,100,hrfirst,static/images/Indoor_60.jpg,90,10,high,10,10,1,10,80 cents,exp3,I,0.782634307319845,0.375730744184778,0.3512740328332,0.934392519620682,0.0656074803793183,0.0656074803793183,1
A1AKX1C8GCVCTP,23,23,4747,20,20,hrfirst,static/images/Outdoor_15.jpg,0,20,high,-20,20,0.5,10,20 cents,exp3,O,0.782634307319845,0.375730744184778,0.3512740328332,0.133629544477518,0.0663704555224823,0.0663704555224823,1
A1AKX1C8GCVCTP,24,24,5074,-40,60,hrfirst,static/images/Indoor_54.jpg,100,40,high,20,20,0.25,-50,80 cents,exp3,I,0.782634307319845,0.375730744184778,0.3512740328332,0.98573918458235,-0.38573918458235,0.38573918458235,0
A1AKX1C8GCVCTP,25,25,4846,30,40,hrfirst,static/images/Outdoor_67.jpg,10,30,high,-10,10,0.333333333333333,30,20 cents,exp3,O,0.782634307319845,0.375730744184778,0.3512740328332,0.185573339961858,0.214426660038142,0.214426660038142,1
A1AKX1C8GCVCTP,26,26,5080,-10,80,hrfirst,static/images/Indoor_14.jpg,90,10,high,10,10,1,-10,80 cents,exp3,I,0.782634307319845,0.375730744184778,0.3512740328332,0.840805113697994,-0.040805113697994,0.040805113697994,0
A1AKX1C8GCVCTP,27,27,4642,10,30,hrfirst,static/images/Outdoor_44.jpg,20,10,high,0,0,0,10,20 cents,exp3,O,0.782634307319845,0.375730744184778,0.3512740328332,0.353391000511717,-0.0533910005117171,0.0533910005117171,0
A1AKX1C8GCVCTP,28,28,6642,-20,0,hrfirst,static/images/Outdoor_76.jpg,20,20,high,0,0,NaN,-10,20 cents,exp3,O,0.782634307319845,0.375730744184778,0.3512740328332,0.33333036015668,-0.33333036015668,0.33333036015668,0
A1AKX1C8GCVCTP,29,29,5099,-10,70,hrfirst,static/images/Indoor_3.jpg,80,10,high,0,0,NaN,-10,80 cents,exp3,I,0.782634307319845,0.375730744184778,0.3512740328332,0.825473377961702,-0.125473377961702,0.125473377961702,0
A1AKX1C8GCVCTP,30,0,4956,30,80,hrfirst,static/images/Outdoor_69.jpg,50,30,low,-30,30,1,30,80 cents,exp3,O,0.782634307319845,0.375730744184778,0.3512740328332,0.5,0.3,0.3,1
A1AKX1C8GCVCTP,31,1,5610,-15,15,hrfirst,static/images/Indoor_76.jpg,30,15,low,10,10,0,-10,20 cents,exp3,I,0.782634307319845,0.375730744184778,0.3512740328332,0.5,-0.35,0.35,0
A1AKX1C8GCVCTP,32,2,4858,0,30,hrfirst,static/images/Indoor_29.jpg,30,0,low,10,10,NaN,NaN,20 cents,exp3,I,0.782634307319845,0.375730744184778,0.3512740328332,0.368494239535328,-0.0684942395353277,0.0684942395353277,0
A1AKX1C8GCVCTP,33,3,4721,10,90,hrfirst,static/images/Outdoor_38.jpg,80,10,low,0,0,0,10,80 cents,exp3,O,0.782634307319845,0.375730744184778,0.3512740328332,0.734790292195953,0.165209707804047,0.165209707804047,1
A1AKX1C8GCVCTP,34,4,4295,-10,70,hrfirst,static/images/Outdoor_40.jpg,80,10,low,0,0,-1,-10,80 cents,exp3,O,0.782634307319845,0.375730744184778,0.3512740328332,0.864089077425687,-0.164089077425687,0.164089077425687,0
A1AKX1C8GCVCTP,35,5,3938,-20,10,hrfirst,static/images/Indoor_23.jpg,30,20,low,10,10,0.5,-10,20 cents,exp3,I,0.782634307319845,0.375730744184778,0.3512740328332,0.342758847942349,-0.242758847942349,0.242758847942349,0
A1AKX1C8GCVCTP,36,6,4362,0,20,hrfirst,static/images/Indoor_79.jpg,20,0,low,0,0,NaN,NaN,20 cents,exp3,I,0.782634307319845,0.375730744184778,0.3512740328332,0.251546885347531,-0.0515468853475306,0.0515468853475306,0
A1AKX1C8GCVCTP,37,7,4778,-5,85,hrfirst,static/images/Outdoor_71.jpg,90,5,low,10,10,2,-10,80 cents,exp3,O,0.782634307319845,0.375730744184778,0.3512740328332,0.80243576625194,0.0475642337480598,0.0475642337480598,1
A1AKX1C8GCVCTP,38,8,4769,15,25,hrfirst,static/images/Indoor_46.jpg,10,15,low,-10,10,1,10,20 cents,exp3,I,0.782634307319845,0.375730744184778,0.3512740328332,0.232179135755496,0.0178208642445045,0.0178208642445045,1
A1AKX1C8GCVCTP,39,9,4635,-5,75,hrfirst,static/images/Outdoor_59.jpg,80,5,low,0,0,-2,-10,80 cents,exp3,O,0.782634307319845,0.375730744184778,0.3512740328332,0.839661167384552,-0.0896611673845521,0.0896611673845521,0
A1AKX1C8GCVCTP,40,10,4417,5,30,hrfirst,static/images/Indoor_50.jpg,25,5,low,5,5,0,10,20 cents,exp3,I,0.782634307319845,0.375730744184778,0.3512740328332,0.246126355499334,0.0538736445006657,0.0538736445006657,1
A1AKX1C8GCVCTP,41,11,3450,-20,70,hrfirst,static/images/Outdoor_4.jpg,90,20,low,10,10,0.5,-10,80 cents,exp3,O,0.782634307319845,0.375730744184778,0.3512740328332,0.805972710238678,-0.105972710238678,0.105972710238678,0
A1AKX1C8GCVCTP,42,12,3721,5,85,hrfirst,static/images/Outdoor_68.jpg,80,5,low,0,0,-1,10,80 cents,exp3,O,0.782634307319845,0.375730744184778,0.3512740328332,0.766155504957422,0.0838444950425781,0.0838444950425781,1
A1AKX1C8GCVCTP,43,13,5794,-5,20,hrfirst,static/images/Indoor_10.jpg,25,5,low,5,5,0,-10,20 cents,exp3,I,0.782634307319845,0.375730744184778,0.3512740328332,0.288289717945908,-0.0882897179459083,0.0882897179459083,0
A1AKX1C8GCVCTP,44,14,4665,0,75,hrfirst,static/images/Outdoor_26.jpg,75,0,low,-5,5,NaN,NaN,80 cents,exp3,O,0.782634307319845,0.375730744184778,0.3512740328332,0.831775083257652,-0.0817750832576521,0.0817750832576521,0
