subj,alphapos,alphaneg,nLP,nloglik,AIC
A19TL7AJ0FB1JG,0.499931201258852,0.569448497663211,2.50143704351328,2.7182381198152,9.43647623963041
A19UBZFVUWL1ES,0.727276757754679,0.877819286590042,-36.9452696734719,-36.940117579586,-69.880235159172
A19WXS1CLVLEEX,0.241415226189599,0.20803123507639,-20.320167899016,-20.2451204915531,-36.4902409831062
A1A1RNLLRZNQWB,0.558880315729623,0.493883133579816,5.43040550344516,5.64827990495945,15.2965598099189
A1A3TGZ7DKJWRW,0.00144980937489442,0.815879417126165,-13.2440751588158,-14.1555455860098,-24.3110911720197
A1AKX1C8GCVCTP,0.782634307319845,0.375730744184778,-12.6699419532142,-12.538990920032,-21.077981840064
A1B4KC5KP7FH1Z,0.682133929865934,0.358538783656558,-20.1331249137755,-19.9575857901652,-35.9151715803304
A1B4WL7N3ACF2T,0.245761123984363,0.407858144433251,-22.5505870056096,-22.3966292621278,-40.7932585242556
A1BNR1ZAF1QGWG,0.819647041618923,0.0765119121872968,-2.00463330737891,-2.14174373255595,-0.283487465111904
A1BQCRF5Q76YFY,0.196668392192947,0.403223768275105,-27.0633523464847,-26.9420774651745,-49.884154930349
A1C0SVMOXIUNWJ,0.428049962923407,0.666148608587688,-33.0826663916552,-32.8895555491087,-61.7791110982174
A1C6BL1O5L5LA9,0.427316465326232,0.617942657913728,-5.32945266203267,-5.12447697669282,-6.24895395338564
A1CE2XPYCDRHVZ,0.221483676435226,0.332608585798235,-5.3539749506176,-5.23134778238403,-6.46269556476807
A1CUTQUSPA2DPU,0.182188541644827,0.300950988140026,-9.43833910826732,-9.35565988828895,-14.7113197765779
A1D01TUSE0H5TW,0.618834881288485,0.823303743160607,30.9196067001266,31.0203831911053,66.0407663822105
A1DJDT4B5B19Q2,0.14982107632171,0.802779128283033,6.13425232838347,6.128721605753,16.257443211506
A1DS5O8MSI3ZH0,0.777354564774488,0.474476078860002,-10.1844706938422,-10.037843109204,-16.0756862184081
A1E6XEARDRWW18,0.576034149484104,0.2634424062588,-8.33593818339407,-8.17059898944999,-12.3411979789
A1EAEZ7VIHKQ2,0.55053825719117,0.379051571795461,-5.81013543151367,-5.60355115176414,-7.20710230352829
A1EUBMQ86K32XE,0.276842803296196,0.622338503158075,-21.9813700864631,-21.81744752179,-39.63489504358
A1F1BIPJR11LSR,0.0542126466329245,0.263587228260943,-45.1755166243913,-45.3222844195397,-86.6445688390795
A1F34ZP6YNI98F,0.779333346661306,0.376538435164396,-21.6258182769835,-21.492527630497,-38.985055260994
A1FHS282JP487T,0.144403005554089,0.917984519459072,-15.1896705009441,-15.3499605095384,-26.6999210190768
A1FK01GE7K8DBU,0.218344154130492,0.443776577111695,-16.5287924066826,-16.386985956985,-28.77397191397
A1FLNAFLLO3UPK,0.516178578176716,0.753112622224086,-28.4838621722685,-28.3225882472727,-52.6451764945455
A1FTPVV8F8GWXN,0.38363311452668,0.934715768583073,-27.6228778965031,-27.6953627018178,-51.3907254036357
A1FYTTGF0QACU9,0.913261520110608,0.793186719869313,-26.683545252144,-26.7769754893745,-49.5539509787491
A1GQXR6ZIWESZX,0.351700015444524,0.70161991963462,-14.3601779479728,-14.1933887551624,-24.3867775103248
A1GUUOCIDL11VX,0.189016149621735,0.835403223942239,-26.5959996684353,-26.592690124194,-49.1853802483879
A1GYO6CJMVA9ZA,0.134163790781283,0.93023225366529,-9.63296261284194,-9.83527918415997,-15.6705583683199
A1H2E85EW10IO3,0.297604711347439,0.375591781735821,-30.0874585851864,-29.9153338662775,-55.830667732555
A1H72Y9Z5NJXDS,0.203349429133007,0.283254985712194,-59.0086034024331,-58.916310695216,-113.832621390432
A1HBIE5LRTQK1L,0.192416780572847,0.245683657743413,-31.926841216365,-31.8611171434811,-59.7222342869622
A1HUM99F4LJLPS,0.503750988872766,0.415571993584225,-8.67865754976831,-8.46375689069718,-12.9275137813944
A1IFIK8J49WBER,0.238710088332692,0.940096292783747,-27.8414808971974,-27.9826731664098,-51.9653463328196
A1IMXNDHFHG2IE,0.7923688320374,0.785889487775761,-24.4798195028475,-24.4219889749453,-44.8439779498905
A1J8TVICSRC70W,0.78231239959081,0.86086648181187,-14.2459341539804,-14.2491856499106,-24.4983712998213
A1JV64BL3WCK0G,0.118987032983358,0.667826818649536,-9.20055496748096,-9.17758974277762,-14.3551794855552
A1JVO7FLPATHUB,0.28700932779783,0.928179944421358,-13.8522778714716,-13.9359926024652,-23.8719852049304
A1K8QNLYYYX21W,0.888590583301362,0.881126840807513,-9.84075647667016,-9.97932428046464,-15.9586485609293
A1K8U4ERJCTIQ5,0.24266005872993,0.31567331881805,-24.0571012759137,-23.9271670881158,-43.8543341762317
A1LAZ3AO0NYBC1,0.28981582729237,0.904532747441008,-17.6686413435715,-17.6994362077967,-31.3988724155933
A1LJ4WAEDGELVL,0.922631654984799,0.883466280712944,-13.6999429190566,-13.9073638190326,-23.8147276380652
A1LRJ2MQD4AMES,0.289508620717456,0.708811048339707,-1.04185472545676,-0.898503293710057,2.20299341257989
A1LTJHPUTL7WM9,0.858512672646139,0.641682515112297,-7.87242477927197,-7.81282906261345,-11.6256581252269
A1MB3A5MC58LK6,0.828715784520034,0.597988202561009,-7.90136654876275,-7.80170497278591,-11.6034099455718
A1MB7COX1UWGPI,0.157325109090353,0.123225739726017,-21.4747771223083,-21.5487337077627,-39.0974674155253
A1MLC8HETIE13W,0.235170806915056,0.246679618128208,-41.8357679315879,-41.7402480232093,-79.4804960464186
A1N4AZ1QXPOPXH,0.6782744936718,0.41544114800974,-1.49826378647092,-1.31056316322848,1.37887367354304
A1NBY0HAJ3146,0.373655564467951,0.325067275804581,-41.7332095121828,-41.5518227224216,-79.1036454448432
A1NGGAVIGC9O7V,0.258292314258845,0.198492484245288,-11.9914895880581,-11.9144202580594,-19.8288405161188
A1NITMHYG5YL3H,0.262685507222044,0.160373079190269,-15.8687673648296,-15.8228700740772,-27.6457401481543
A1NXHA2741IJEA,0.705301861767126,0.13927519109847,-18.2657871994152,-18.2290156057989,-32.4580312115979
A1O67YS3DU0ZHX,0.888104770378088,0.442660247804292,-19.692496452908,-19.6589596177416,-35.3179192354831
A1OQ3KL56KMQSU,0.853496638812947,0.636844261991905,-18.4115202143936,-18.3449600552384,-32.6899201104769
A1OZZG87YBPVYR,0.355508819996692,0.266278693494595,-4.74108067243175,-4.58713310238029,-5.17426620476058
A1PIGZNLSQMGNW,0.454997999905105,0.414863775883444,30.3432666324624,30.556452891189,65.1129057823779
A1PKPMAIW8KHON,0.559196023044214,0.778896620454509,-12.3850781205993,-12.2417455266949,-20.4834910533897
A1QB42OYEG1553,0.687205280244871,0.542108640845422,4.44063833079018,4.62970482389696,13.2594096477939
A1R4KVYEV07CAJ,0.968146566368263,0.688746023885305,93.7529894968035,93.5244023744815,191.048804748963
A1R5W4RQZTROD8,0.511343777744559,0.0778531283026079,-31.5775089151497,-31.6064521478108,-59.2129042956215
A1S6C6EN8MPKC3,0.50264923661087,0.334697202401055,-10.0866949171941,-9.88915280665989,-15.7783056133198
A1SDWF0ODT81WT,0.0820198764818237,0.0429290413853671,-21.6877385991134,-22.068215129315,-40.13643025863
A1SE9B4G61RALG,0.468416574515573,0.812510801716978,-15.1528749969151,-15.0320504937056,-26.0641009874112
A1SHLCA57M79E6,0.423850855797777,0.222414662867059,-11.6932490974877,-11.5509412991615,-19.101882598323
A1SN2TT588P7D2,0.534497476158719,0.21787752864312,-10.464916815091,-10.3218282377562,-16.6436564755124
A1SQHFMI1YTPT6,0.272734167670421,0.687982327444982,-14.3431070237401,-14.1991737174104,-24.3983474348207
A1SRF7085UM3HI,0.368035249503229,0.903737595661639,-30.9994471451861,-31.0043105179783,-58.0086210359566
A1T29BTOVBSEA6,0.255345632795973,0.265360253874794,-8.52637044553833,-8.41015830115207,-12.8203166023041
A1T6RFUU0OTS0M,0.848250724640151,0.511312587977913,-17.5959906584016,-17.5081578607088,-31.0163157214176
A1TFWB4P6PXA3M,0.250388830465842,0.955459533945544,-36.5902699878256,-36.7810271659873,-69.5620543319746
A1TLNLB9D87H6,0.254722795051974,0.232389797538036,-5.04497353444367,-4.94683669452194,-5.89367338904388
A1TM0YUPC90UFZ,0.776665156989454,0.112534033536339,15.6096381196288,15.5737103746995,35.147420749399
A1UL0HQUZQPMSX,0.779820702801511,0.746835187519372,6.95524000828981,7.04492908289623,18.0898581657925
A1UN7E3PNICY09,0.0516714705831133,0.0725709932765362,-18.6660333163251,-19.0337048657042,-34.0674097314084
A1VCAMP3XM62R4,0.0772241745674444,0.727364692656157,-21.8981004884697,-21.9747573261624,-39.9495146523248
A1VGZ2K3HF66TE,0.0111841380350242,0.0143374538386933,-7.82116666153824,-8.79871708593509,-13.5974341718702
A1VPE05UDNFKGV,0.20350582763273,0.500000000000015,-11.8665127019918,-11.7324757900454,-19.4649515800909
A1W2AXHN5R2J91,0.379204871897611,0.618549978169689,-16.5511755339465,-16.3540776380259,-28.7081552760518
A1WISFBL3J5Z12,0.318742622759313,0.721954116306301,-21.1841801818136,-21.035555027649,-38.071110055298
A1WJU1IQ3UTRC6,0.107228797057916,0.158265075182323,-32.090228966197,-32.1874118554676,-60.3748237109353
A1X5IZPCRLL0Z7,0.439003972101165,0.0455140876064094,-5.77063066007447,-5.90293646517486,-7.80587293034973
A1XMFODRPFWKJ7,0.267590731722299,0.891705156886249,-11.9959883750047,-12.0142193467298,-20.0284386934595
A1YILFU07P6DND,0.178401269497051,0.284185629418737,-17.7027940115827,-17.6301160351906,-31.2602320703811
A1YM0IWPC72J7V,0.817979128505399,0.348121111454576,-9.02336853187526,-8.92568426782923,-13.8513685356585
A1YPY3CKZIR1IX,0.161798039847485,0.842366980325518,-15.5274122112603,-15.5555827499374,-27.1111654998748
A1Z3NTRGIUZ240,0.150353623367494,0.448224600765177,-9.68661523551041,-9.60235529979782,-15.2047105995956
A1ZF2GZ2ZRV8OY,0.170388861703054,0.498022766687281,-13.7032619876398,-13.596603028212,-23.193206056424
A1ZHX6QVK82TIP,0.648103532519573,0.8735477673535,-35.1399363612255,-35.1009625986484,-66.2019251972968
A1ZS6ODC4COFFS,0.583379525756659,0.489619941246687,-17.5376260524563,-17.3226555192795,-30.6453110385589
A1ZWJF3V4NXN6H,0.218798750911817,0.588323139666348,-33.0734180254652,-32.935107196562,-61.870214393124
A1ZZ7YO3YASNIP,0.279351025179249,0.734178330212281,-5.35342754044924,-5.22557697249521,-6.45115394499042
A212QVOGP76UH2,0.822519725941373,0.0553294368101125,42.5435462814931,42.343631717295,88.6872634345901
A21I4DTJGWJYQJ,0.634795423558147,0.502036739949015,-19.4850714989661,-19.2794687046806,-34.5589374093612
A21UA4B0AW3F6B,0.256107476352478,0.02955523801486,-5.79532226951248,-6.06200964293458,-8.12401928586917
A221JJK7P6K22W,0.0293850911080396,0.0214859108875443,-11.2713153467258,-11.9799345977837,-19.9598691955673
A222XREQ12K58P,0.231047256331574,0.902462101533024,-12.9244488484074,-12.9808341707457,-21.9616683414914
A234BFY8K3WEIG,0.631441275687802,0.950478375040255,-32.0541451445357,-32.1817383912894,-60.3634767825788
A23OR0D1FCUVMM,0.453154058469332,0.539053643719325,-14.9920885614568,-14.7743785725928,-25.5487571451856
A247FCJEEXVQM0,0.514102921006406,0.83061201638625,97.5397757881011,97.645341560549,199.290683121098
A248TO3PTV0K5P,0.173379805846576,0.295175582433177,-11.7356170089425,-11.6629364227266,-19.3258728454532
A256FHXGSY0E5D,0.872107264007147,0.354927925559711,-34.9621462202069,-34.920459211639,-65.840918423278
A26H510D965XWQ,0.4680866189118,0.354499525340203,-9.5037350573725,-9.30155088101577,-14.6031017620315
A26M997VYVK0E6,0.834486580199578,0.160016876791501,-20.640825843742,-20.6629090561172,-37.3258181122343
A26OCMKWPBFVHV,0.284446931848159,0.125359361906227,-40.0512493541032,-40.0365185561641,-76.0730371123283
A26T6O5EFR54A9,0.267286971471086,0.86985810303585,-6.07432664935252,-6.06090937323591,-8.12181874647182
A26VS4J6JHFJ65,0.757443133260487,0.308877643973814,3.24107809163291,3.36857822359686,10.7371564471937
A27PVIL93ZMY46,0.416514700713603,0.135115334275874,-10.8115057339398,-10.7485617683154,-17.4971235366308
A27TJ5U1Z6PCHL,0.0887030679048735,0.223433959785328,-15.2582454985356,-15.3364025493873,-26.6728050987746
A27W025UEXS1G0,0.262961282786952,0.248636560328021,-13.5396904635285,-13.4281738936512,-22.8563477873024
A284YZKFFZOXQB,0.209352338863,0.430315560339009,-16.1799744481479,-16.0456691680362,-28.0913383360723
A28HYRF3QXFAXL,0.467981966650754,0.583149300488339,-19.5657273819795,-19.3514608972624,-34.7029217945249
A2916GCJERYKC2,0.502481993909387,0.848583378386553,-24.4328433771167,-24.3452735910105,-44.690547182021
A29N8JHTKLT99B,0.778046359071321,0.362846823133424,-24.2691683276757,-24.1381084442723,-44.2762168885446
A2ABVDXV8CTQ2I,0.657954733746054,0.65595406687345,-8.76529780130751,-8.58609798708137,-13.1721959741627
A2BHHEWR9PRDX8,0.224496691600864,0.352925505895809,-42.0717151780129,-41.9414860667107,-79.8829721334213
A2BZJAUH0XPO54,0.0591778371994751,0.0804742937598075,-8.65186343263554,-8.97503324369149,-13.950066487383
A2C39KTRMOM1XZ,0.258836201535389,0.308868511130888,-21.6089504913471,-21.472807142415,-38.94561428483
A2C3DWQTIKZWVW,0.00427330607690273,0.00359211204125766,-32.8235540324566,-34.2667917222441,-64.5335834444881
A2CF2BD4Q0ZDJN,0.209218031261737,0.272210040068855,-39.0882298760213,-38.9966219594673,-73.9932439189345
A2CFE6AZS73RNS,0.640004328765637,0.774630929533724,-66.6330730365078,-66.500523651869,-129.001047303738
A2CMWJEKHJ299N,0.395360716267462,0.347047276669304,0.0194985296627083,0.211588581596686,4.42317716319337
A2CYD8QD1JO0O5,0.946139178828987,0.890104429861065,-2.4622522111361,-2.74730895728122,-1.49461791456244
A2D1VSB93NNHQG,0.609387904089115,0.66198494054878,-19.124921792439,-18.9362103588561,-33.8724207177123
A2DH58G20PK6YF,0.1653576471163,0.251452060994112,-59.7699251564936,-59.7248140533264,-115.449628106653
A2DNWDHMMBSHWT,0.180403436356372,0.317542582970885,-15.8940391664127,-15.806964396481,-27.6139287929621
A2EEL9YYUHL5SK,0.392881944384421,0.799999998993457,-9.9215915145624,-9.79954842659359,-15.5990968531872
A2EQS98NBBQITC,0.448457614323623,0.534909819488782,-27.6580794136899,-27.4404961605694,-50.8809923211388
A2EZIVFW94AFCY,0.365361497289652,0.294080685418353,-9.10144451032849,-8.93297414215142,-13.8659482843028
A2F1NAZRVIW18Y,0.530668498648061,0.604154814550335,-1.3936467359754,-1.18257584541362,1.63484830917275
A2FH1TQLYUUDA6,0.019194829722512,0.0152333172569191,-23.5939566691569,-24.4531649892653,-44.9063299785307
A2FUPODRRCESB,0.787918884274468,0.463618553210838,-22.4393054831186,-22.3002403690704,-40.6004807381409
A2G1AMSSP7PFX7,0.0641417984243599,0.0621167741989527,153.657938155626,153.301989281505,310.60397856301
A2GB0RI43KU4Z,0.856547779875734,0.548519985569891,-21.0430917546,-20.9663475842631,-37.9326951685263
A2H74STYH3PLT1,0.643144110796086,0.287593033244608,-27.4614859726521,-27.29769587439,-50.5953917487801
A2HNL20X0Q9BP0,0.223574587678053,0.23676343347938,-13.3158455798332,-13.2330197644109,-22.4660395288218
A2I44H0HYHR2XM,0.0829480748172705,0.0944311177572065,-38.6903410614955,-38.9221676988506,-73.8443353977012
A2JCK494NV7TFX,0.0189573341561078,0.030332295651908,-41.4645878133017,-42.1915823751504,-80.3831647503008
A2JI5RNPPXE8QE,0.0054434713102528,0.00931221400762296,-6.28836746475727,-7.49406864068339,-10.9881372813668
A2JUHWRYPJJNUG,0.853520328027839,0.711377927457018,-8.64525928216931,-8.60253290501525,-13.2050658100305
A2KG59JUICJLP0,0.380486429028796,0.871451202310375,8.91336779192544,8.96174928747293,21.9234985749459
A2M9MD6AHXVT54,0.576874392546563,0.642743781743911,-37.3046454228397,-37.1057360359648,-70.2114720719295
A2ML7RIEEP744Z,0.157270359533975,0.41122309059264,-29.3554219487118,-29.2680520125904,-54.5361040251807
A2MVZ1Z7JJH91Z,0.273757589959938,0.237795844375823,-34.5579011924582,-34.447339648087,-64.8946792961741
A2NAKIXS3DVGAA,0.207120946475602,0.368386710344783,-30.4415425050079,-30.3192548931488,-56.6385097862976
A2O2Q0LVWOWJ1G,0.2525944660409,0.36025476915214,-3.13175268141788,-2.98348695638649,-1.96697391277297
A2O4D0WJS54KCO,0.645939951291834,0.855516141470654,-6.75447163837436,-6.69245169078111,-9.38490338156221
A2O7H7VXLFN6BP,0.908511212358297,0.880855161318563,-4.51346964470258,-4.68660751311152,-5.37321502622304
A2OG7XGWOX5ZEF,0.371136413428925,0.370811076637709,-22.5180873704295,-22.3249549250806,-40.6499098501613
A2OJMQGSQBEKEQ,0.501169008600994,0.483789883854755,2.65979349641841,2.88027933876857,9.76055867753715
A2Q1YS118AO2BP,0.424865587014978,0.369006784647435,-11.3734625675029,-11.1715544319845,-18.343108863969
A2Q3KN46PUMMX2,0.166329995644837,0.398644055354436,-36.0976727842674,-36.0032485372325,-68.006497074465
A2Q49PGT1MQAPI,0.749072420824878,0.407829957996498,0.140421448587208,0.297161066682243,4.59432213336449
A2R2YZTSME1K3F,0.230015491665548,0.627413557606257,-1.33936478727366,-1.20103559893826,1.59792880212348
A2R8DAX6L4RWDZ,0.310458411280424,0.255595089611834,-3.3164717093422,-3.18140960837949,-2.36281921675898
A2RBF3IIJP15IH,0.142986171101407,0.124530432613276,-14.0626267365948,-14.1505134567852,-24.3010269135704
A2RDNYV4SH5E89,0.158731206062052,0.803411577051689,-14.0631430632928,-14.0597116982674,-24.1194233965349
A2S4YDJ9UGAXFQ,0.461894549541732,0.442296935119894,-25.6682132708037,-25.4513626296392,-46.9027252592784
A2SOKKU8ZSBTFY,0.103475604966717,0.73360394316207,-10.3924512015781,-10.4192774556292,-16.8385549112584
A2SVNXNMD7E7EH,0.137439016260274,0.254116370163806,-19.1888792893799,-19.1727788954512,-34.3455577909023
A2T1K94BLNDBAH,0.391002089816157,0.91677218184708,-31.7851060782971,-31.8115016188717,-59.6230032377434
A2T2RV6G8AMC7Y,0.200829536066913,0.246838516102787,-7.11414530635552,-7.04132557677181,-10.0826511535436
A2TFDYPX60P7Z5,0.218188999950436,0.636427676419479,-10.1258198202052,-9.99704429667129,-15.9940885933426
A2V3GBDTA9KEU0,0.348818770256591,0.592158849415601,-21.7786589771323,-21.5840495590148,-39.1680991180297
A2VBSFSJXLZZ7A,0.708270416468925,0.206952277407851,2.31130079366648,2.40971655073714,8.81943310147428
A2VM2EU6AHX5IC,0.550515202374098,0.499141535472852,-49.3969301602967,-49.1782854079596,-94.3565708159193
A2W547SNOCMC25,0.547423050952711,0.765993145504182,-26.3690096914177,-26.216658242422,-48.433316484844
A2WCV7ULUPKVNQ,0.456044129032594,0.0291381628714171,-3.0434942344484,-3.26014532755779,-2.52029065511557
A2WTNZHRALOHX8,0.734001897755679,0.240135064420266,-10.5633354218128,-10.4550560354765,-16.910112070953
A2WYCY1FMQOD5F,0.543853572997654,0.427003910672583,-10.1281038300151,-9.91325985296787,-15.8265197059357
A2XFO0X6RCS98M,0.091136828662669,0.224106430209576,-14.0447885052582,-14.1176391280347,-24.2352782560694
A2YGAEODJ5SSF6,0.682301814455964,0.500392429034197,23.9774133059534,24.1695819904821,52.3391639809642
A2YM9Y5ZZ3MHPC,0.282431680125575,0.221650195913798,-19.234509780004,-19.1299827320049,-34.2599654640098
A2YTO4EY3MNYAJ,0.129982247274025,0.776292342673761,-5.31842331931058,-5.32925638232395,-6.6585127646479
A2Z6NL0CTXY0ZB,0.48750431932612,0.80162839608568,-8.21261882540394,-8.08253231433557,-12.1650646286711
A2Z750U1HCWVEE,0.737575127094653,0.170133486382296,47.3310273868339,47.3862743679032,98.7725487358065
A2ZDCJ7QZ7AC6P,0.790107483371102,0.603228114138839,-10.873446931653,-10.7435518479509,-17.4871036959018
A2ZZ036CZCJJR0,0.284378442904757,0.257637522812503,0.975732912129291,1.10171342516701,6.20342685033401
A306GWTM2KVPJ0,0.375868473689778,0.350695241795165,-20.9224075628179,-20.7331127449541,-37.4662254899083
A3083883A6RJES,0.101619556029177,0.3813970819858,-36.8247436558326,-36.8171060236077,-69.6342120472155
A315ZG72CPNAHV,0.902323981770011,0.211730796661266,-11.9051341199757,-11.9737663375498,-19.9475326750995
A31XVMN754ZGGA,0.318001184506361,0.863174160374456,-14.6241650434295,-14.5818725855097,-25.1637451710193
A3209D1227UCYP,0.271748158648738,0.221922927853109,-18.9313348946751,-18.8313884313773,-33.6627768627547
A32CRWJESR6AX4,0.0957972575375511,0.115665035784843,-12.1194950470427,-12.2895198720194,-20.5790397440387
A33249GFIAKI1G,0.738884164351077,0.778558526853791,-23.8956123055374,-23.8010599681665,-43.602119936333
A33E7T0TUL24E8,0.223234230279024,0.8322857341448,-11.9686339708452,-11.9376635939776,-19.8753271879553
A34D413HR7ZIFM,0.278121450347864,0.673552652089974,-5.7057141292886,-5.55455341872421,-7.10910683744843
A35BY30TC8WCL4,0.202096543092208,0.394574683492876,-26.7558128428933,-26.6319075060065,-49.263815012013
A36470UBRH28GO,0.709515048218413,0.713746534855632,-4.21583971561705,-4.07412112468027,-4.14824224936054
A3696JXTRKL2FI,0.0884298902228016,0.817848771426841,-28.0980550614307,-28.2072656282954,-52.4145312565909
A36LOA6VLJU157,0.754331287806344,0.712932435216576,-17.8463976469544,-17.7256028981784,-31.4512057963569
A3770CWO9OHZDN,0.174705623324504,0.284850075784817,-19.2371962807608,-19.1675259500564,-34.3350519001129
A37C9M7J88EWEB,0.447857309915797,0.176798620411942,-1.10879664515307,-0.998487184646351,2.0030256307073
A37EV8RZ82WT8E,0.911926183359891,0.0947115656532007,-8.92146897964182,-9.14189338534684,-14.2837867706937
A37LY5UTJV2KYZ,0.365464181307498,0.956782402250785,-41.3034952355862,-41.457707299667,-78.9154145993339
A37S96RT1P1IT2,0.282985348298682,0.764652965382006,-21.9735166190965,-21.8603109058929,-39.7206218117859
A38DXFI1TZA295,0.237948443279748,0.934838913841663,-12.4046350944152,-12.5305633285016,-21.0611266570031
A38IKAJN1GUHB,0.14611530920528,0.197801918570599,-8.34978897417309,-8.35901540412058,-12.7180308082412
A39K9RKR1YHQOR,0.0943342845410782,0.790620433285672,-10.6798357686859,-10.7563286525198,-17.5126573050397
A3ACUGH5N9VQO2,0.883282009241083,0.573512823371313,-19.8398647277174,-19.800700383618,-35.6014007672359
A3AIX82WZQZB5A,0.809580431731099,0.592827990741904,54.881490248797,54.9984782372412,113.996956474482
A3AO2N7BNFDGF3,0.664154975432674,0.0983991522908697,-9.21837475039138,-9.22769008303067,-14.4553801660613
A3AY0315YWWNXY,0.80663567637416,0.641275202959813,-21.499543980385,-21.3898407147204,-38.7796814294409
A3AZJGI9D7C0PD,0.648349989988805,0.597898977023679,-17.3092115446579,-17.114762320393,-30.229524640786
A3B7TNVOISSZ2O,0.365906723169991,0.559079647957682,-19.2316556238856,-19.0286986998398,-34.0573973996795
A3BKT9H4GNKLY7,0.589441145268356,0.382573437630118,-12.5199195188864,-12.3170737509143,-20.6341475018287
A3BUWQ5C39GRQC,0.0996364488465224,0.0702592210000513,-9.69371314742773,-9.94641755533642,-15.8928351106728
A3CPZZNZDLFL6Z,0.430582585919973,0.512361846589925,-8.13894516126965,-7.92226284970195,-11.8445256994039
A3CQDCNYJAX2X3,0.062862198021615,0.0613112594650399,-16.6401621704021,-17.0023068316778,-30.0046136633555
A3DDFEQ9K0H93C,0.0285013807104616,0.0842647470057825,-29.7765244165839,-30.2310169808535,-56.4620339617071
A3DS5B06ZCD3E3,0.762063891057238,0.172051388730074,-11.240981835457,-11.1970156778983,-18.3940313557965
